datasetId,context,scope,cancer,geneA,geneB,eventTimeMonths,transformedTime,coefficient,ciHighCoefficient,ciLowCoefficient,hazardRatio,ciLow,ciHigh,splineDegreesFreedom,diagnostic
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,100.4587332,6848.131313,0.1523144917,0.7431390786,-0.4385100951,1.164526413,0.6449966892,2.102525158,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,190.14,6918,0.1406366443,0.7548180486,-0.4735447601,1.151006347,0.6227907072,2.127224437,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,0.032876352,1,1.587951806,4.916636492,-1.74073288,4.893715377,0.1753918123,136.5425779,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,0.2656575489,15.16161616,1.552703663,4.699541819,-1.594134493,4.724225647,0.2030842234,109.8968083,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,0.3947367336,29.32323232,1.517415189,4.486644782,-1.451814405,4.560422117,0.2341450685,88.82292512,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,0.5419155027,43.48484848,1.48204605,4.278914852,-1.314822751,4.401943071,0.2685219142,72.16209097,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,0.7890374798,57.64646465,1.446555916,4.077412202,-1.184300369,4.248457248,0.3059601637,58.99261121,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,0.9724646465,71.80808081,1.410904455,3.883295726,-1.061486816,4.099661687,0.3459410771,48.58407127,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,1.166265152,85.96969697,1.375051334,3.69782577,-0.947723102,3.955279757,0.3876225966,40.35945813,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,1.450414141,100.1313131,1.338956221,3.522356721,-0.8444442788,3.815059349,0.4297961387,33.86414284,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,1.747264731,114.2929293,1.302578785,3.358312514,-0.7531549436,3.678771207,0.4708786113,28.7406505,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,1.977576154,128.4545455,1.265878694,3.207136517,-0.6753791288,3.5462074,0.5089634213,24.70823323,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,2.038027409,142.6161616,1.228815616,3.070207581,-0.6125763488,3.417179886,0.5419528094,21.54637483,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,2.311266667,156.7777778,1.191349219,2.948718544,-0.5660201062,3.291519193,0.5677806547,19.08148597,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,2.661006555,170.9393939,1.153439171,2.843524238,-0.5366458963,3.169073173,0.5847061321,17.17619198,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,2.827901515,185.1010101,1.11504514,2.754982141,-0.5248918621,3.049705839,0.5916193374,15.72076015,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,3.01684829,199.2626263,1.076126794,2.682823961,-0.5305703727,2.933296259,0.5882693412,14.62633923,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,3.211363636,213.4242424,1.036643802,2.626099591,-0.5528119876,2.819737517,0.5753297136,13.81976192,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,3.474312009,227.5858586,0.9965558306,2.583218335,-0.5901066744,2.708935709,0.5542681554,13.2396794,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,3.652651283,241.7474747,0.9558225492,2.552080679,-0.6404355807,2.600808997,0.5270627956,12.833779,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,3.879122128,255.9090909,0.9144036254,2.530264484,-0.7014572331,2.495286683,0.4958621903,12.55682678,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,4.034406585,270.0707071,0.8722587274,2.515218323,-0.7707008684,2.392308328,0.4626886708,12.36930899,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,4.33385439,284.2323232,0.8293475232,2.504424141,-0.8457290945,2.291822891,0.4292442845,12.23651043,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,4.596304648,298.3939394,0.785629681,2.495511271,-0.924251909,2.193787892,0.3968281717,12.12793259,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,4.801043621,312.5555556,0.7410648688,2.486321899,-1.004192161,2.0981686,0.3663404594,12.01699501,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,5.023353596,326.7171717,0.6956127548,2.474938317,-1.083712807,2.004937232,0.3383370108,11.88097423,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,5.375701304,340.8787879,0.6492330069,2.459685154,-1.16121914,1.914072186,0.3131042302,11.7011269,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,5.656522594,355.040404,0.6018852934,2.439118224,-1.235347638,1.825557269,0.2907336749,11.46292855,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,5.9804788,369.2020202,0.5535292823,2.412008607,-1.304950043,1.739380964,0.2711860825,11.15634738,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,6.368924078,383.3636364,0.5041246417,2.377327721,-1.369078437,1.655535699,0.2543412429,10.77606769,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,6.648131313,397.5252525,0.4536326961,2.334245623,-1.426980231,1.574019748,0.2400326722,10.32167056,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,6.969884336,411.6868687,0.4021003324,2.282557007,-1.478356342,1.494961318,0.2280121546,9.801711434,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,7.269077744,425.8484848,0.3496996737,2.222871129,-1.523471782,1.418641429,0.2179538835,9.233804289,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,7.667069523,440.010101,0.2966127963,2.1559931,-1.562767508,1.345294296,0.209555322,8.636462796,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,8.006568182,454.1717172,0.2430217769,2.082850549,-1.596806995,1.275096391,0.2025422049,8.027318596,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,8.522997518,468.3333333,0.1891086919,2.004477712,-1.626260328,1.208172264,0.1966636582,7.42221635,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,8.773253288,482.4949495,0.1350556179,1.922003402,-1.651892166,1.144600443,0.1916868619,6.834637289,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,9.073914801,496.6565657,0.0810446314,1.836640672,-1.67455141,1.084419295,0.187392223,6.275421615,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,9.393317931,510.8181818,0.02725780884,1.749676075,-1.695160457,1.027632701,0.1835697716,5.752738916,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,9.729679747,524.979798,-0.02612277321,1.662456329,-1.714701876,0.9742154747,0.1800173803,5.272245323,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,9.928853317,539.1414141,-0.07891503825,1.576370143,-1.73420022,0.9241184358,0.1765413381,4.837364962,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,10.20186227,553.3030303,-0.1309369098,1.492822972,-1.754696791,0.87727312,0.1729596772,4.449639011,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,10.40291269,567.4646465,-0.1820063112,1.413202964,-1.777215587,0.8335960794,0.1691083599,4.109095636,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,10.93566667,581.6262626,-0.2319411661,1.338837418,-1.802719751,0.7929927768,0.1648499273,3.814606136,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,11.2016,595.7878788,-0.280559398,1.270940919,-1.832059715,0.7553610758,0.1600835016,3.564204612,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,11.53997978,609.9494949,-0.3276789303,1.210558862,-1.865916722,0.7205943436,0.1547542781,3.355359311,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,11.83909932,624.1111111,-0.3731176864,1.158512663,-1.904748035,0.6885841911,0.1488601454,3.185192296,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,12.09492208,638.2727273,-0.41669359,1.115354646,-1.948741826,0.6592228815,0.1424531897,3.050649889,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,12.44882853,652.4343434,-0.4582245644,1.081340444,-1.997789573,0.6324054445,0.1356347628,2.948629377,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,12.76523426,666.5959596,-0.4975285332,1.056424122,-2.051481188,0.608031534,0.1285443641,2.87606811,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,13.1097458,680.7575758,-0.5344234198,1.040276903,-2.109123743,0.5860070728,0.1213442486,2.830000542,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,13.34652325,694.9191919,-0.5687271478,1.032325694,-2.169779989,0.5662457273,0.11420274,2.807587837,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,13.82782687,709.0808081,-0.6002576405,1.03180426,-2.232319541,0.5486702582,0.1072793026,2.806124248,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,14.32537879,723.2424242,-0.6288328216,1.037808908,-2.295474552,0.5332137936,0.1007135881,2.823024727,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,14.93471941,737.4040404,-0.6542706145,1.04935162,-2.357892849,0.5198210743,0.09461939067,2.855798874,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,15.37926977,751.5656566,-0.6763889426,1.065405971,-2.418183856,0.5084497225,0.08908325862,2.90201688,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,16.0097559,765.7272727,-0.6950057295,1.084943781,-2.47495524,0.4990715885,0.08416675751,2.959273445,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,16.46733333,779.8888889,-0.7099388986,1.106962488,-2.526840285,0.4916742385,0.07991111813,3.025155479,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,16.86739116,794.0505051,-0.7210063735,1.130504619,-2.572517366,0.4862626478,0.07634311976,3.097219021,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,17.49438454,808.2121212,-0.7280260776,1.154671278,-2.610723433,0.4828611805,0.0734813657,3.172980216,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,17.96288078,822.3737374,-0.7308202883,1.178637417,-2.640277994,0.4815138479,0.07134143434,3.249942867,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,18.38550081,836.5353535,-0.7293394805,1.201827844,-2.660506805,0.4822274055,0.06991278062,3.326191128,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,18.79539269,850.6969697,-0.7236801744,1.223975662,-2.67133601,0.4849642149,0.06915976539,3.40068085,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,19.22816695,864.8585859,-0.7139468323,1.244942798,-2.672836463,0.4897075845,0.06905607227,3.472736147,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,19.85831503,879.020202,-0.7002439168,1.264692805,-2.665180639,0.496464193,0.06958678233,3.542004483,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,20.4389363,893.1818182,-0.6826758903,1.283278494,-2.648630275,0.505263153,0.0707480521,3.608450639,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,20.93465727,907.3434343,-0.6613472153,1.300833644,-2.623528074,0.5161554933,0.07254646149,3.672356829,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,21.26531503,921.5050505,-0.6363623542,1.317567993,-2.590292702,0.5292140201,0.07499808482,3.734328413,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,21.80521439,935.6666667,-0.6078257694,1.33376492,-2.549416458,0.5445335244,0.0781272432,3.795305543,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,22.44727273,949.8282828,-0.5758419235,1.349781274,-2.501465121,0.5622313137,0.08196482223,3.856581903,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,22.96398782,963.989899,-0.5405152789,1.366048915,-2.447079473,0.5824480518,0.08654597765,3.919832467,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,23.55833332,978.1515152,-0.5019502981,1.383077434,-2.38697803,0.6053488969,0.09190700488,3.987152965,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,24.184125,992.3131313,-0.4602514435,1.40145747,-2.321960357,0.6311249333,0.09808112304,4.061114607,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,24.7743367,1006.474747,-0.4155231775,1.421863831,-2.252910186,0.6599948959,0.1050929391,4.144838526,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,25.27031526,1020.636364,-0.3678699627,1.445057367,-2.180797292,0.6922071886,0.1129514394,4.242095491,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,26.13294977,1034.79798,-0.3173962615,1.471884213,-2.106676736,0.7280422029,0.1216415424,4.357437752,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,27.06701577,1048.959596,-0.2642065363,1.503270717,-2.03168379,0.7678149416,0.1311145658,4.496371406,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,28.06713654,1063.121212,-0.2084052497,1.540212087,-1.957022586,0.8118779567,0.1412784397,4.665579675,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,29.51667323,1077.282828,-0.150096864,1.583752875,-1.883946603,0.8606246088,0.15198908,4.873210085,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,30.19388524,1091.444444,-0.08938584179,1.634957911,-1.813729594,0.914492656,0.1630449101,5.129242106,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,31.17717415,1105.606061,-0.02637664545,1.694873488,-1.747626779,0.9739681798,0.1741868372,5.445956941,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,32.611633,1119.767677,0.03882626253,1.764480502,-1.686827977,1.039589852,0.1851057534,5.838538463,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,33.67918396,1133.929293,0.1061184197,1.844643553,-1.632406713,1.111953546,0.1954585948,6.325844557,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,34.95605772,1148.090909,0.1753953636,1.936062092,-1.585271365,1.191717285,0.2048921851,6.931401933,4,natural-spline smooth of scaled Schoenfeld beta(t)
